,node,ks,kdeg,pr,m,ksum,k2sum
10110,13398422,12,15,12.0,36433,318,1240894
10111,22086312,9,9,10.0,36433,28,162574
10112,91040139,7,7,7.000000000000001,36433,515,2115265
10113,123323498,10,10,18.0,36433,108,210911
10114,12190382,13,17,14.000000000000002,36433,257,494043
10115,14351836,7,7,10.0,36433,54,209894
10116,258814154,21,32,18.0,36433,1619,3108324
10117,22867790,6,6,7.000000000000001,36433,259,1058408
10118,15021099,2,2,6.0,1,0,0
10119,246453983,66,189,44.0,36433,11480,9992045
10120,114252159,50,74,6.0,36433,11362,15442263
10121,15070224,66,208,29.0,36433,16613,10561050
10122,280162221,66,135,23.0,36433,12674,10458727
10123,52902163,66,186,27.0,36433,17382,16467247
10124,206713609,66,229,50.0,36433,21246,37225272
10125,335493841,66,160,24.0,36433,16402,19382120
10126,66499322,66,260,98.0,36433,13344,16661185
10127,366795440,63,102,17.0,36433,7705,7225381
10128,75945675,66,115,17.0,36433,11142,9471114
10129,531790298,17,17,7.000000000000001,36433,2288,4219182
10130,386064033,66,201,30.0,36433,16661,12096145
10131,14448205,66,294,130.0,36433,12194,12702878
10132,239141315,66,151,20.0,36433,15330,17479073
10133,524605453,40,46,11.0,36433,2552,4278439
10134,263458488,66,218,29.0,36433,18501,22103164
10135,6856382,47,63,15.0,36433,6003,8857654
10136,204640298,66,166,24.0,36433,14081,11380281
10137,182925539,66,288,46.0,36433,22978,20296764
10138,16064715,34,37,11.0,36433,3640,5489187
10139,374519027,34,37,13.0,36433,704,54228
10140,234056092,66,123,21.0,36433,11672,12038771
10141,20999409,63,107,34.0,36433,6941,12810131
10142,2363991,66,138,17.0,36433,16632,14734378
10143,74146461,48,61,24.0,36433,9778,27902780
10144,42495940,66,145,11.0,36433,16678,16749220
10145,21888696,66,172,17.0,36433,22833,25109147
10146,66691804,66,198,47.0,36433,12521,12752333
10147,199278114,60,73,18.0,36433,6448,8960694
10148,390659661,48,62,16.0,36433,4389,8281864
10149,345533279,56,116,16.0,36433,8371,8237111
10150,143950772,66,325,86.0,36433,21390,20054070
10151,338054017,29,29,8.0,36433,2442,4186789
10152,15924858,66,297,481.0,36433,1121,2626791
10153,115060775,33,78,38.0,36433,2448,6370344
10154,108558650,66,167,17.0,36433,18099,13616953
10155,245564182,42,44,5.0,36433,7443,8435674
10156,273120131,66,297,65.0,36433,20882,16346994
10157,113859309,66,204,57.99999999999999,36433,10165,11842526
10158,370958925,66,172,18.0,36433,15461,13639392
10159,14242687,9,12,37.0,36433,906,1405196
10160,22682436,66,147,18.0,36433,17873,15031411
10161,24403452,59,96,27.0,36433,9432,10803368
10162,14507498,55,100,40.0,36433,11065,13279840
10163,362584277,41,50,25.0,36433,5669,6944617
10164,481649436,63,106,9.0,36433,14215,15650764
10165,257438654,40,43,18.0,36433,3328,4578230
10166,338017544,66,210,39.0,36433,19341,26453175
10167,370244456,66,114,21.0,36433,9853,9389745
10168,28383026,37,39,6.0,36433,6567,9642153
10169,66970021,66,108,16.0,36433,10596,9276224
10170,138003731,66,359,83.0,36433,17490,15633899
10171,296762498,66,135,19.0,36433,12109,9804469
10172,422168320,55,99,15.0,36433,8983,13100068
10173,9611572,21,21,39.0,36433,1029,888871
10174,3245291,66,207,103.0,36433,3572,4769290
10175,225534100,61,93,8.0,36433,13978,17596262
10176,44826769,66,220,38.0,36433,16671,13373374
10177,235900511,63,102,12.0,36433,11506,10618842
10178,19789046,48,113,62.0,36433,3761,6774982
10179,487080666,47,54,6.0,36433,8065,8493985
10180,333872734,52,71,16.0,36433,4677,6755407
10181,135146957,63,104,27.0,36433,12602,17438190
10182,363827934,26,27,8.0,36433,1881,4249850
10183,182108867,66,170,34.0,36433,11079,8358741
10184,104301012,66,194,44.0,36433,14477,14095723
10185,513798809,42,46,5.0,36433,9089,9959482
10186,28360947,48,79,24.0,36433,5382,4187886
10187,16535455,48,72,12.0,36433,9205,12228584
10188,148727717,61,101,9.0,36433,11782,9059632
10189,338740188,47,58,15.0,36433,3770,5751471
10190,14148601,45,48,25.0,36433,1925,2574433
10191,183786731,66,223,41.0,36433,15612,11501632
10192,182609394,66,186,71.0,36433,4719,7835542
10193,135421323,63,107,44.0,36433,2673,3898160
10194,412640233,56,101,11.0,36433,12061,11752293
10195,52025380,66,145,22.0,36433,12583,11638851
10196,251720749,49,67,7.000000000000001,36433,11314,14464679
10197,239970376,66,145,37.0,36433,6090,7687768
10198,256651717,63,112,16.0,36433,11970,11198812
10199,416401061,50,66,10.0,36433,6990,8285067
10200,127012541,66,149,35.0,36433,7886,8568438
10201,99370989,52,60,9.0,36433,8816,10037493
10202,14052989,48,69,34.0,36433,2998,5914177
10203,344121475,52,84,18.0,36433,4083,4988970
10204,370459542,23,24,6.0,36433,3048,4547757
10205,231931886,50,76,15.0,36433,8267,10094768
10206,361911748,48,72,19.0,36433,7574,9670396
10207,355572936,34,35,9.0,36433,2138,2341238
10208,106831987,66,121,10.0,36433,15296,13636646
10209,1608991,66,217,33.0,36433,17075,13706210
10210,47766490,66,214,69.0,36433,12753,14028116
10211,19064433,66,205,44.0,36433,16180,16236591
10212,342373546,63,122,14.000000000000002,36433,15498,17124021
10213,23039989,56,133,194.0,36433,819,274365
10214,46123952,45,64,9.0,36433,7163,8351298
10215,140519931,66,116,30.0,36433,9655,8874578
10216,64813568,50,61,18.0,36433,5052,6189119
10217,23262371,47,50,7.000000000000001,36433,7951,8727313
10218,236840136,66,189,17.0,36433,20333,23620415
10219,19007777,16,16,6.0,36433,4021,9420180
10220,36719499,47,68,25.0,36433,2798,4014488
10221,56973040,66,111,26.0,36433,8481,9945228
10222,16562247,56,67,16.0,36433,9953,12541175
10223,242121835,63,105,20.0,36433,8572,9688879
10224,6003302,36,38,7.000000000000001,36433,7743,9143439
10225,110754412,46,51,9.0,36433,4943,6461224
10226,14402859,40,42,12.0,36433,4442,6091910
10227,39758899,66,161,29.0,36433,16265,15431650
10228,327861573,66,160,14.000000000000002,36433,17788,15281016
10229,107310091,45,57,9.0,36433,4766,6667380
10230,17972871,66,124,27.0,36433,10988,11269969
10231,14356908,63,120,55.00000000000001,36433,7827,9356947
10232,21169798,48,69,14.000000000000002,36433,4481,4970697
10233,397844655,37,38,9.0,36433,3058,4007383
10234,484813312,66,185,8.0,36433,21984,20800350
10235,16504528,66,263,110.0,36433,7742,10690497
10236,4266801,31,32,23.0,1,0,0
10237,467720163,28,30,10.0,36433,1530,3341678
10238,216771416,38,45,8.0,36433,3981,6794321
10239,28192145,66,304,80.0,36433,18769,25205715
10240,14339287,52,84,35.0,36433,2623,3255875
10241,29872754,66,248,63.0,36433,13727,9996831
10242,47785747,66,278,385.0,36433,727,117847
10243,144854783,48,66,7.000000000000001,36433,9049,8742394
10244,250901299,48,75,15.0,36433,5279,6042292
10245,389820347,47,58,9.0,36433,5147,5753015
10246,70387112,27,28,9.0,36433,3124,4346153
10247,52048759,36,36,9.0,36433,5445,6854560
10248,28364045,36,40,7.000000000000001,36433,6871,7541720
10249,10078882,66,324,173.0,36433,11568,21501942
10250,176310143,66,140,19.0,36433,14410,12274526
10251,182159386,66,130,36.0,36433,8411,9124880
10252,344930023,52,77,23.0,36433,2700,3583445
10253,280188900,52,96,20.0,36433,5998,7030874
10254,113445890,5,5,5.0,36433,426,44379
10255,66649152,66,122,18.0,36433,13280,13765358
10256,76233875,20,20,6.0,36433,2887,6144448
10257,17142981,50,58,17.0,36433,3979,5905061
10258,12712332,34,36,14.000000000000002,36433,4379,5769143
10259,138986189,30,33,8.0,36433,3253,6253249
10260,14639859,36,39,22.0,36433,3687,5629933
10261,385189082,28,31,11.0,36433,1737,1385911
10262,679193,30,34,27.0,36433,21,65064
10263,96149423,63,106,23.0,36433,7555,7812989
10264,176302452,56,97,32.0,36433,5950,8633606
10265,91067832,66,145,21.0,36433,13422,12977601
10266,13104722,49,138,80.0,36433,6083,12994590
10267,9489622,47,121,46.0,36433,4625,9035774
10268,24494464,37,39,22.0,36433,878,1413738
10269,366222792,66,146,38.0,36433,9210,7689133
10270,188636729,28,28,12.0,36433,2469,4235507
10271,177890594,42,54,11.0,36433,4015,4948676
10272,37253056,63,91,16.0,36433,10129,11915327
10273,133447104,60,94,29.0,36433,6343,9187383
10274,229969377,48,58,11.0,36433,7130,10333841
10275,45486634,42,50,23.0,36433,579,1943406
10276,185457171,30,34,13.0,36433,3718,10890985
10277,53044773,24,25,6.0,36433,4771,9830143
10278,20696181,9,10,15.0,36433,1097,1213319
10279,40414427,47,51,9.0,36433,7885,9880923
10280,66848856,16,16,9.0,36433,426,44379
10281,283147505,50,64,22.0,36433,5383,7189792
10282,120921934,43,46,14.000000000000002,36433,6357,9087320
10283,68503464,66,168,22.0,36433,14858,10493955
10284,17296523,48,137,62.0,36433,7238,22157323
10285,325512078,52,80,13.0,36433,5904,7566761
10286,324488901,23,25,8.0,36433,4199,6581469
10287,174777840,16,16,6.0,36433,2125,5205493
10288,347376996,48,55,14.000000000000002,36433,2602,4386205
10289,374704935,27,27,6.0,36433,4273,6650912
10290,482583348,48,61,22.0,36433,6574,8138530
10291,14047458,23,26,21.0,36433,1968,2126445
10292,16606585,34,37,10.0,36433,4716,9355250
10293,181741127,9,9,5.0,36433,976,2455196
10294,90743283,18,18,6.0,36433,2968,4774229
10295,448239424,33,33,6.0,36433,5134,7004337
10296,62748963,27,27,5.0,36433,4956,6450888
10297,482680425,47,56,13.0,36433,4917,6520891
10298,324867634,66,96,15.0,36433,8933,7975723
10299,143933450,52,59,8.0,36433,9153,10698809
10300,19326633,65,100,12.0,36433,12174,10697674
10301,14104001,30,36,27.0,36433,1812,2241170
10302,115815506,48,73,15.0,36433,8105,13413148
10303,532225771,44,48,11.0,36433,3690,5702265
10304,97477051,66,138,14.000000000000002,36433,15015,13611179
10305,68785753,35,38,17.0,1,0,0
10306,358691917,26,28,8.0,36433,3766,5974763
10307,105601382,9,9,7.000000000000001,36433,1120,2621190
10308,71438267,48,124,51.0,36433,7596,14339675
10309,45767081,29,32,28.000000000000004,36433,297,83710
10310,502321722,27,27,6.0,36433,4973,6342013
10311,3551781,34,61,23.0,36433,2849,7428939
10312,462163129,6,6,5.0,36434,1441,1955080
10313,103025615,63,78,15.0,36433,10043,10717313
10314,137527834,23,24,60.0,2,462,0
10315,95150832,21,21,13.0,1,0,0
10316,223509830,57,92,12.0,36433,10341,9954257
10317,322808060,60,70,13.0,36433,6915,7815987
10318,268841225,14,14,5.0,36434,3578,5061019
10319,418160414,14,14,6.0,36433,2370,4568113
10320,50894526,42,63,18.0,36433,4132,7461555
10321,174429449,27,27,7.000000000000001,36433,3291,4893942
10322,245039566,14,14,10.0,1,0,0
10323,15818706,3,4,18.0,36433,263,998305
10324,90733824,31,36,13.0,36433,4020,7077174
10325,40755864,28,30,6.0,36433,4790,8434355
10326,559909180,5,5,5.0,36433,560,670683
10327,302121596,9,11,13.0,36433,152,235564
10328,284556376,42,44,12.0,36433,2101,5148317
10329,289074893,25,29,29.0,36433,12,32254
10330,15468834,32,34,16.0,36433,1722,4407135
10331,40812396,37,39,9.0,36433,2670,4121857
10332,991211,13,13,10.0,36433,1688,2525828
10333,443726687,28,30,8.0,36433,3560,6057673
10334,344895078,28,28,6.0,36433,3830,6055742
10335,104241120,6,6,6.0,36433,32,10152
10336,33035872,20,20,7.000000000000001,36433,2986,3291870
10337,467890779,33,38,16.0,1,0,0
10338,489181359,15,15,7.000000000000001,36433,2183,2236194
10339,58113659,33,33,14.000000000000002,1,0,0
10340,240275471,32,60,24.0,36433,3161,7685340
10341,414921431,15,15,8.0,36433,104,943145
10342,322888159,19,19,7.000000000000001,36433,2768,3007245
10343,17576144,37,93,46.0,36433,3530,7330480
10344,24630350,9,9,15.0,36433,301,999608
10345,23067784,13,13,7.000000000000001,36433,430,2028967
10346,184923983,5,5,6.0,36433,909,363930
10347,26665895,9,9,14.000000000000002,36433,186,235564
10348,21153970,15,15,10.0,36433,937,2165139
10349,89636627,13,15,14.000000000000002,36433,464,2540429
10350,317264411,3,3,5.0,36434,598,258547
10351,48923148,2,2,7.000000000000001,1,0,0
10352,365663583,1,1,5.0,1,0,0
10353,128960879,1,1,5.0,1,0,0
10354,52867924,3,3,13.0,36433,4,20480
10355,28464582,8,8,10.0,1,0,0
10356,144663771,36,47,10.0,36433,10376,17508566
10357,83506209,36,79,22.0,36433,7930,14964426
10358,258621899,8,8,7.000000000000001,1,0,0
10359,314114737,33,47,12.0,36433,6613,9862861
10360,68099208,47,79,17.0,36433,17570,27057619
10361,265732976,43,55,14.000000000000002,36433,11066,22856151
10362,143659616,36,64,16.0,36433,9658,18200038
10363,382110320,52,109,23.0,36433,12900,22021909
10364,309689866,49,65,15.0,36433,15705,25633527
10365,21697900,34,40,14.000000000000002,36433,8297,15974351
10366,503514903,44,62,6.0,36433,18011,31124795
10367,186632886,23,41,11.0,36433,6575,14663856
10368,87820931,3,3,6.0,36433,88,430979
10369,30501432,9,11,7.000000000000001,36433,1981,1705816
10370,470314903,27,28,5.0,36433,11308,17908664
10371,41478100,19,20,9.0,36433,4189,6832451
10372,477088040,45,64,13.0,36433,17393,28854013
10373,529041333,42,57,10.0,36433,12558,23645549
10374,21884027,31,39,14.000000000000002,36433,7125,16545602
10375,21927520,15,18,50.0,36433,544,44418
10376,84672379,24,43,20.0,36433,4755,22297060
10377,230942182,27,31,6.0,36433,11566,22297813
10378,265810013,52,121,16.0,36433,26759,43432433
10379,54447215,36,41,17.0,36433,7974,16492986
10380,29043456,36,51,19.0,36433,4705,12364117
10381,41294878,36,63,22.0,36433,10089,19622301
10382,447305604,26,31,10.0,36433,5645,12125941
10383,211899041,30,45,13.0,36433,3297,12195106
10384,415801474,11,11,8.0,36433,537,2636226
10385,61033129,29,56,122.0,36433,1808,2845127
10386,144222641,27,31,9.0,36433,7476,16064629
10387,35422993,30,38,14.000000000000002,36433,2457,4424627
10388,33266813,43,59,24.0,36433,11140,18080796
10389,145987948,32,38,8.0,36433,11665,19490953
10390,61949499,24,35,19.0,36433,2116,4230158
10391,83233279,22,22,28.000000000000004,36433,9495,16802138
10392,73151797,23,23,8.0,36433,7211,14462716
10393,130701477,6,6,6.0,36433,1939,11375735
10394,288178884,50,77,12.0,36433,20428,31374964
10395,235040616,20,22,8.0,36433,2015,5301471
10396,378129214,30,48,11.0,36433,10542,18143287
10397,42743382,42,88,77.0,36433,7671,19963540
10398,21817427,30,44,14.000000000000002,36433,3223,10346125
10399,284946367,32,39,7.000000000000001,36433,8313,15599958
10400,485125495,18,31,18.0,36433,815,3533238
10401,40435464,11,11,8.0,36433,1110,3294582
10402,167144863,21,23,9.0,36433,4459,10710371
10403,6478202,64,114,29.0,36433,14386,27870407
10404,36191770,45,55,9.0,36433,18180,32362147
10405,23288566,5,5,5.0,36434,1579,1809464
10406,27270004,20,22,9.0,36433,1721,2419517
10407,200212364,52,109,19.0,36433,21903,37537184
10408,488614283,9,9,8.0,36433,993,734650
10409,403264311,7,8,6.0,36433,121,153609
10410,47912731,9,11,8.0,36433,1579,1623508
10411,156280345,18,19,7.000000000000001,36433,4206,7134120
10412,26124503,30,31,9.0,36433,10425,22037021
10413,302338004,23,23,7.000000000000001,36433,3706,8359691
10414,104406880,12,14,13.0,36433,1895,6310007
10415,119165547,32,37,11.0,36433,15965,28285581
10416,470927643,33,39,8.0,36433,5893,13321495
10417,9083302,35,39,24.0,36433,14016,27213196
10418,2622521,62,89,20.0,36433,14968,21995091
10419,25927802,10,12,8.0,36433,1902,3274893
10420,174307074,16,27,64.0,36433,172,364159
10421,15923093,28,29,11.0,36433,3080,4644951
10422,129321232,31,34,15.0,36433,5125,12826870
10423,9873502,11,11,5.0,36433,2855,5718802
10424,31524543,69,182,47.0,36433,20202,28533295
10425,153202207,42,74,13.0,36433,12080,20732724
10426,17115931,9,9,6.0,36433,3256,12531440
10427,38724356,49,57,41.0,36433,8832,17172254
10428,27919606,6,6,5.0,36433,531,974113
10429,103314779,24,25,10.0,36433,10659,20420896
10430,153449917,52,123,22.0,36433,18207,24526936
10431,100361358,6,7,9.0,36433,1074,1240985
10432,15727578,29,37,28.000000000000004,36433,5890,9620183
10433,41648843,31,52,46.0,36433,8725,17074735
10434,484178113,13,13,5.0,36433,4836,8160113
10435,17275529,6,8,10.0,36433,1313,7056627
10436,278735101,12,12,6.0,36433,4535,12689068
10437,180211806,9,9,5.0,36433,2905,7155650
10438,46949032,3,3,6.0,1,0,0
10439,214997269,15,32,280.0,3,10,11376
10440,45530247,17,17,6.0,36433,5197,8566320
10441,375022391,15,16,7.000000000000001,36433,2805,9800229
10442,382641626,22,24,8.0,36433,5275,14837208
10443,18845207,4,4,8.0,36433,518,584800
10444,31143489,11,13,11.0,36433,3943,9564676
10445,339795130,9,11,6.0,36433,3358,6908853
10446,25714079,26,31,10.0,36433,3852,6781676
10447,363221040,7,7,6.0,36433,413,752745
10448,86063394,16,24,13.0,36433,2697,4514376
10449,15880163,47,91,59.0,36433,4234,9455554
10450,57972499,5,7,11.0,36433,1893,3033799
10451,95212360,12,12,13.0,36433,232,237935
10452,58156248,2,2,7.000000000000001,36433,7,27423
10453,111059740,2,2,6.0,36433,14,39521
10454,117530918,5,5,5.0,36433,660,1196977
10455,118908943,2,2,5.0,36433,70,222415
10456,45169489,8,8,6.0,36433,1119,3037240
10457,53391112,11,11,11.0,36433,3109,7998931
10458,83300489,5,7,13.0,36433,2538,2698250
10459,221198749,31,36,11.0,36433,5663,10035822
10460,15727507,18,34,32.0,36433,1653,2459994
10461,18645429,2,2,7.000000000000001,36433,56,67503
10462,88776580,1,1,5.0,1,0,0
10463,153166309,25,28,22.0,36433,5104,16667399
10464,90914746,2,2,7.000000000000001,36433,7,25518
10465,426773153,2,2,5.0,36433,7,33327
10466,252249091,3,3,6.0,36433,83,100987
10467,381867437,2,2,5.0,36434,504,1126469
10468,8756372,1,1,5.0,36434,27,41931
10469,266749131,21,29,14.000000000000002,36433,2647,2490100
10470,70794696,27,41,40.0,36433,3211,8466160
10471,42984662,27,37,41.0,36433,1043,988493
10472,21425125,30,66,78.0,36433,5014,2195020
10473,25365536,20,43,163.0,36433,278,764591
10474,17344095,4,7,19.0,36433,70,193680
10475,236699098,12,12,122.0,36433,239,79591
10476,54352233,27,54,18.0,36433,1524,1107980
10477,479879156,19,20,14.000000000000002,1,0,0
10478,21903427,6,6,5.0,36435,609,961712
10479,217967712,23,23,11.0,36433,562,640791
10480,167441789,26,43,16.0,36433,1448,1183287
10481,175194322,27,39,13.0,36433,1177,949861
10482,270111468,25,32,10.0,36433,967,1097618
10483,45446042,24,29,5.0,36433,2117,1917302
10484,25401781,27,59,15.0,36433,2453,2697061
10485,40102504,18,20,19.0,36433,380,385350
10486,17733320,27,93,59.0,36433,2414,1919021
10487,155232459,27,42,15.0,36433,1289,1092228
10488,338475423,19,19,8.0,36433,1026,977342
10489,242712263,3,4,6.0,36437,393,207383
10490,198724998,27,70,15.0,36433,3136,2407045
10491,59659495,27,49,48.0,36433,696,816507
10492,252654080,21,35,17.0,36433,3414,2892315
10493,388577434,21,24,13.0,36433,444,418846
10494,365111894,21,27,13.0,36433,1331,689284
10495,31187615,12,12,8.0,36433,303,594131
10496,69558114,27,64,15.0,36433,3029,2028513
10497,15290441,27,52,50.0,36433,1136,1365352
10498,23135183,8,9,10.0,36433,3488,7491470
10499,478136744,20,27,8.0,36433,836,1086291
10500,324993808,27,54,16.0,36433,1682,1478464
10501,17759491,27,44,22.0,36433,902,1011762
10502,168767461,27,65,72.0,36433,1039,1289438
10503,218938576,27,47,15.0,36433,2992,2256423
10504,44527648,27,53,79.0,36433,4070,3300659
10505,217465895,25,37,16.0,36433,866,968256
10506,33390855,27,63,62.0,36433,1943,2003264
10507,61158706,21,21,11.0,36433,574,954600
10508,145200983,1,1,5.0,36434,146,743221
10509,92367751,49,146,192.0,36433,18574,31295257
10510,129443148,19,25,6.0,36433,1354,1945222
10511,56557940,5,5,5.0,36433,210,400244
10512,366519199,21,21,13.0,36433,291,276294
10513,26705484,6,6,5.0,36434,3161,3791947
10514,381451618,21,28,14.000000000000002,36433,1462,2084160
10515,79332579,27,54,47.0,36433,2282,2354376
10516,205815029,27,54,18.0,36433,2247,2247557
10517,119511875,21,22,27.0,36433,781,1028977
10518,40676719,21,35,17.0,36433,2861,2440315
10519,217123562,16,16,9.0,36433,544,643756
10520,345839552,24,31,5.0,36433,1753,1294785
10521,383468142,22,25,10.0,36433,750,1006300
10522,43298203,27,44,61.0,36433,1115,2951349
10523,258973465,27,66,14.000000000000002,36433,3501,7365413
10524,262762201,19,22,6.0,36433,1517,1617711
10525,76393336,21,28,12.0,36433,2324,2375447
10526,351175856,14,15,11.0,36433,1182,1905499
